Type,Date,Part of a policing operation,Policing operation,Latitude,Longitude,Gender,Age range,Self-defined ethnicity,Officer-defined ethnicity,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing
Person search,2020-07-02T19:01:00+00:00,FALSE,,51.489198,0.233797,Male,25-34,Other ethnic group - Not stated,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,TRUE,FALSE
Person search,2020-07-02T19:01:00+00:00,FALSE,,51.88173,0.564559,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,FALSE
Person and Vehicle search,2020-07-02T19:01:00+00:00,TRUE,,51.505924,0.225349,Male,25-34,White - Any other White background,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,FALSE
Person search,2020-07-02T19:01:00+00:00,FALSE,,51.890498,0.905634,Male,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,FALSE,FALSE
Person and Vehicle search,2020-07-02T20:01:00+00:00,FALSE,,51.499106,0.229656,Male,25-34,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Arrest,TRUE,FALSE
Person and Vehicle search,2020-07-02T20:01:00+00:00,TRUE,,51.466793,0.349415,Male,18-24,Black/African/Caribbean/Black British - African,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,FALSE
Person search,2020-07-02T20:01:00+00:00,FALSE,,51.499106,0.229656,Male,25-34,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Arrest,TRUE,FALSE
Person and Vehicle search,2020-07-02T20:01:00+00:00,TRUE,,51.491121,0.271332,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Controlled drugs,Arrest,FALSE,FALSE
Person search,2020-07-02T20:01:00+00:00,FALSE,,51.499106,0.229656,Male,25-34,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Arrest,TRUE,FALSE
Person and Vehicle search,2020-07-02T20:01:00+00:00,TRUE,,51.458798,0.361975,Male,18-24,Black/African/Caribbean/Black British - African,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,FALSE,FALSE
Person search,2020-07-02T20:01:00+00:00,FALSE,,51.499106,0.229656,Male,25-34,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Arrest,TRUE,FALSE
Person search,2020-07-02T21:01:00+00:00,FALSE,,51.890392,0.908447,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,FALSE,FALSE
Person and Vehicle search,2020-07-02T21:01:00+00:00,FALSE,,51.565648,0.64103,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,FALSE
Person search,2020-07-02T21:01:00+00:00,FALSE,,51.890063,0.910475,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,FALSE,FALSE
Person and Vehicle search,2020-07-02T21:01:00+00:00,TRUE,,51.479009,0.255377,Male,25-34,Asian/Asian British - Any other Asian background,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,FALSE
Vehicle search,2020-07-02T21:01:00+00:00,FALSE,,51.479009,0.255377,,,Other ethnic group - Not stated,Other,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,FALSE
Person and Vehicle search,2020-07-02T21:01:00+00:00,FALSE,,51.479009,0.255377,Male,,Other ethnic group - Not stated,Other,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,FALSE
Person and Vehicle search,2020-07-02T22:01:00+00:00,TRUE,,51.513811,0.424477,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,,TRUE,FALSE
Person and Vehicle search,2020-07-02T22:01:00+00:00,FALSE,,51.480781,0.331208,Male,over 34,White - Any other White background,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,FALSE
Person and Vehicle search,2020-07-02T23:01:00+00:00,FALSE,,51.775033,0.122786,Male,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Evidence of offences under the Act,A no further action disposal,FALSE,FALSE
Person search,2020-07-03T01:01:00+00:00,FALSE,,51.771666,0.095928,Male,18-24,White - Any other White background,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,FALSE
Person search,2020-07-03T01:01:00+00:00,FALSE,,51.539731,0.71614,Female,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,FALSE
Person search,2020-07-03T01:01:00+00:00,FALSE,,51.771666,0.095928,Female,Oct-17,White - Any other White background,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,FALSE
Person search,2020-07-03T02:01:00+00:00,FALSE,,51.768166,0.096056,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,FALSE
Person and Vehicle search,2020-07-03T07:01:00+00:00,FALSE,,51.925075,0.980163,Male,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,TRUE,FALSE
Person and Vehicle search,2020-07-03T07:01:00+00:00,FALSE,,51.926251,0.982031,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,FALSE
Person search,2020-07-03T07:01:00+00:00,FALSE,,51.926251,0.982031,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,FALSE
Person search,2020-07-03T08:01:00+00:00,FALSE,,51.561664,0.488444,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,FALSE
Person and Vehicle search,2020-07-03T09:01:00+00:00,FALSE,,51.896445,0.939177,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,FALSE,FALSE
Person search,2020-07-03T09:01:00+00:00,TRUE,,51.755246,0.520333,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,FALSE,FALSE
Vehicle search,2020-07-03T09:01:00+00:00,TRUE,,51.755246,0.520333,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,FALSE,
Person search,2020-07-03T10:01:00+00:00,FALSE,,51.476835,0.323432,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,FALSE
Person search,2020-07-03T11:01:00+00:00,TRUE,,51.886961,0.938659,Male,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,TRUE,FALSE
Person search,2020-07-03T11:01:00+00:00,TRUE,,51.886961,0.938659,Male,25-34,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,FALSE
Vehicle search,2020-07-03T11:01:00+00:00,TRUE,,51.886961,0.938659,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,TRUE,
Person search,2020-07-03T11:01:00+00:00,TRUE,,,,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,TRUE,FALSE
Person and Vehicle search,2020-07-03T12:01:00+00:00,FALSE,,51.768537,0.472936,Female,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,TRUE,FALSE
Person search,2020-07-03T13:01:00+00:00,TRUE,,51.569044,0.457893,Female,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,TRUE,FALSE
Vehicle search,2020-07-03T13:01:00+00:00,FALSE,,51.89308,0.823266,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,
Person search,2020-07-03T14:01:00+00:00,FALSE,,51.571346,0.462621,Male,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,FALSE,FALSE
Person search,2020-07-03T14:01:00+00:00,FALSE,,51.571346,0.462621,Male,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,FALSE,FALSE
Person search,2020-07-03T14:01:00+00:00,FALSE,,51.571346,0.462621,Male,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,A no further action disposal,FALSE,FALSE
Person search,2020-07-03T14:01:00+00:00,FALSE,,51.571346,0.462621,Male,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,FALSE,FALSE
Person search,2020-07-03T14:01:00+00:00,FALSE,,51.571346,0.462621,Male,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,FALSE,FALSE
Person search,2020-07-03T14:01:00+00:00,FALSE,,51.571346,0.462621,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,FALSE,FALSE
Person and Vehicle search,2020-07-03T14:01:00+00:00,FALSE,,51.89308,0.823266,Male,25-34,White - Any other White background,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,FALSE
Person search,2020-07-03T15:01:00+00:00,FALSE,,51.577351,0.490023,Male,18-24,Black/African/Caribbean/Black British - African,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,TRUE,FALSE
Person search,2020-07-03T15:01:00+00:00,TRUE,,51.891493,0.935438,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Community resolution,TRUE,FALSE
Person and Vehicle search,2020-07-03T15:01:00+00:00,FALSE,,51.618728,0.114096,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,FALSE
Person search,2020-07-03T15:01:00+00:00,TRUE,,51.890514,0.935388,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,FALSE
Vehicle search,2020-07-03T15:01:00+00:00,TRUE,,51.890514,0.935388,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,
Person search,2020-07-03T15:01:00+00:00,TRUE,,51.112279,-4.049322,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Arrest,TRUE,FALSE
Person and Vehicle search,2020-07-03T15:01:00+00:00,TRUE,,51.794258,0.632703,Male,25-34,White - Any other White background,White,Misuse of Drugs Act 1971 (section 23),Evidence of offences under the Act,Arrest,FALSE,FALSE
Person and Vehicle search,2020-07-03T15:01:00+00:00,FALSE,,51.577351,0.490023,Male,18-24,Black/African/Caribbean/Black British - African,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,FALSE
Person search,2020-07-03T16:01:00+00:00,FALSE,,51.541098,0.651305,Female,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,FALSE
Person search,2020-07-03T16:01:00+00:00,FALSE,,51.901647,0.550168,Male,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,FALSE,FALSE
Person search,2020-07-03T16:01:00+00:00,FALSE,,51.735204,0.459876,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Caution (simple or conditional),TRUE,FALSE
Person search,2020-07-03T16:01:00+00:00,FALSE,,51.735204,0.459876,Female,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Caution (simple or conditional),TRUE,FALSE
Person search,2020-07-03T16:01:00+00:00,FALSE,,51.536213,0.716176,Male,,Black/African/Caribbean/Black British - African,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,FALSE
Person search,2020-07-03T17:01:00+00:00,FALSE,,51.582005,0.507528,Male,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,FALSE
Person search,2020-07-03T17:01:00+00:00,FALSE,,51.574877,0.501449,Male,over 34,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,TRUE,FALSE
Person search,2020-07-03T17:01:00+00:00,FALSE,,51.582935,0.504807,Male,Oct-17,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,TRUE,FALSE
Person search,2020-07-03T17:01:00+00:00,FALSE,,51.582935,0.504807,Male,Oct-17,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,FALSE
Person search,2020-07-03T17:01:00+00:00,FALSE,,51.8789,0.828379,Male,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,A no further action disposal,FALSE,FALSE
Person search,2020-07-03T17:01:00+00:00,FALSE,,51.8789,0.828379,Male,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,A no further action disposal,FALSE,FALSE
Person search,2020-07-03T17:01:00+00:00,FALSE,,51.8789,0.828379,Male,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Articles for use in criminal damage,A no further action disposal,FALSE,FALSE
Person search,2020-07-03T17:01:00+00:00,FALSE,,51.582005,0.507528,Male,Oct-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,FALSE
Person search,2020-07-03T17:01:00+00:00,FALSE,,51.582935,0.504807,Male,Oct-17,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,FALSE
Person search,2020-07-03T17:01:00+00:00,FALSE,,51.582935,0.504807,Male,Oct-17,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,FALSE
Person search,2020-07-03T18:01:00+00:00,FALSE,,51.52538,0.568327,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,FALSE
Person search,2020-07-03T18:01:00+00:00,TRUE,,51.52538,0.568327,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,FALSE
Person search,2020-07-03T18:01:00+00:00,FALSE,,51.890601,0.900713,Male,,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,FALSE
Person search,2020-07-03T18:01:00+00:00,FALSE,,51.890601,0.900713,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,FALSE
Person search,2020-07-03T18:01:00+00:00,FALSE,,51.774872,0.103716,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Khat or Cannabis warning,TRUE,FALSE
Person search,2020-07-03T18:01:00+00:00,FALSE,,51.890601,0.900713,Female,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,A no further action disposal,FALSE,FALSE
Person search,2020-07-03T18:01:00+00:00,FALSE,,51.880662,0.560735,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,A no further action disposal,TRUE,FALSE
Person search,2020-07-03T18:01:00+00:00,FALSE,,51.533985,0.723844,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,A no further action disposal,FALSE,FALSE
